title,authors,year,journal,abstract,author_keywords,keywords_plus,doi,ut,source_query,title_norm,first_author,dedup_key,source_query_all,dup_rank
"The interaction of lexical tone, intonation and semantic context in on-line spoken word recognition: An ERP study on Cantonese Chinese","Kung, C; Chwilla, DJ; Schriefers, H",2014,NEUROPSYCHOLOGIA,"In two ERP experiments, we investigate the on-line interplay of lexical tone, intonation and semantic context during spoken word recognition in Cantonese Chinese. Experiment 1 shows that lexical tone and intonation interact immediately. Words with a low lexical tone at the end of questions (with a rising question intonation) lead to a processing conflict. This is reflected in a low accuracy in lexical identification and in a P600 effect compared to the same words at the end of a statement. Experiment 2 shows that a strongly biasing semantic context leads to much better lexical-identification performance for words with a low tone at the end of questions and to a disappearance of the P600 effect. These results support the claim that semantic context plays a major role in disentangling the tonal information from the intonational information, and thus, in resolving the on-line conflict between intonation and tone. However, the ERP data indicate that the introduction of a semantic context does not entirely eliminate on-line processing problems for words at the end of questions. This is revealed by the presence of an N400 effect for words with a low lexical tone and for words with a high-mid lexical tone at the end of questions. The ERP data thus show that, while semantic context helps in the eventual lexical identification, it makes the deviation of the contextually expected lexical tone from the actual acoustic signal more salient. (C) 2013 Elsevier Ltd. All rights reserved.",,,10.1016/j.neuropsychologia.2013.11.020,WOS:000331663100031,"TS=(""processing"" AND ""intonation"" AND ""tone"")",the interaction of lexical tone intonation and semantic context in on line spoken word recognition an erp study on cantonese chinese,"Kung, C",doi:10.1016/j.neuropsychologia.2013.11.020,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(""spoken word recognition"" AND intonation) | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Modeling tone and intonation in Mandarin and English as a process of target approximation,"Prom-on, S; Xu, Y; Thipakorn, B",2009,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"This paper reports the development of a quantitative target approximation (qTA) model for generating F-0 contours of speech. The qTA model simulates the production of tone and intonation as a process of syllable-synchronized sequential target approximation [Xu, Y. (2005). ""Speech melody as articulatorily implemented communicative functions,"" Speech Commun. 46, 220-251]. It adopts a set of biomechanical and linguistic assumptions about the mechanisms of speech production. The communicative functions directly modeled are lexical tone in Mandarin and lexical stress in English and focus in both languages. The qTA model is evaluated by extracting function-specific model parameters from natural speech via supervised learning (automatic analysis by synthesis) and comparing the F-0 contours generated with the extracted parameters to those of natural utterances through numerical evaluation and perceptual testing. The F-0 contours generated by the qTA model with the learned parameters were very close to the natural contours in terms of root mean square error, rate of human identification of tone, and focus and judgment of naturalness by human listeners. The results demonstrate that the qTA model is both an effective tool for research on tone and intonation and a potentially effective system for automatic synthesis of tone and intonation.",,,10.1121/1.3037222,WOS:000262672600051,"TS=(""processing"" AND ""intonation"" AND ""tone"")",modeling tone and intonation in mandarin and english as a process of target approximation,"Prom-on, S",doi:10.1121/1.3037222,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Congenital amusia (or tone-deafness) interferes with pitch processing in tone languages,"Tillmann, B; Burnham, D; Nguyen, S; Grimault, N; Gosselin, N; Peretz, I",2011,FRONTIERS IN PSYCHOLOGY,"Congenital amusia is a neurogenetic disorder that affects music processing and that is ascribed to a deficit in pitch processing. We investigated whether this deficit extended to pitch processing in speech, notably the pitch changes used to contrast lexical tones in tonal languages. Congenital amusics and matched controls, all non-tonal language speakers, were tested for lexical tone discrimination in Mandarin Chinese (Experiment 1) and in Thai (Experiment 2). Tones were presented in pairs and participants were required to make same/different judgments. Experiment 2 additionally included musical analogs of Thai tones for comparison. Performance of congenital amusics was inferior to that of controls for all materials, suggesting a domain-general pitch-processing deficit. The pitch deficit of amusia is thus not limited to music, but may compromise the ability to process and learn tonal languages. Combined with acoustic analyses of the tone material, the present findings provide new insights into the nature of the pitch-processing deficit exhibited by amusics.",,,10.3389/fpsyg.2011.00120,WOS:000208863700131,"TS=(""processing"" AND ""intonation"" AND ""tone"")",congenital amusia or tone deafness interferes with pitch processing in tone languages,"Tillmann, B",doi:10.3389/fpsyg.2011.00120,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Normal pre-attentive and impaired attentive processing of lexical tones in Cantonese-speaking congenital amusics,"Zhang, CC; Shao, J",2018,SCIENTIFIC REPORTS,"The neural underpinnings of congenital amusia, an innate neurogenetic disorder of musical pitch processing, are not well understood. Previous studies suggest that amusia primarily impairs attentive processing (P300) of small pitch deviations in music, leaving pre-attentive pitch processing (mismatch negativity or MMN) more or less intact. However, it remains unknown whether the same neuro-dynamic mechanism of deficiency underlies pitch processing in speech, where amusics also often show impairment behaviorally. The current study examined how lexical tones are processed in pre-attentive (MMN) and attentive (P300) conditions in 24 Cantonese-speaking amusics and 24 matched controls. At the pre-attentive level, Cantonese-speaking amusics exhibited normal MMN responses to lexical tone changes, even for tone pairs with small pitch differences (mid level vs. low level tone; high rising vs. low rising tone). However, at the attentive level, amusics exhibited reduced P3a amplitude for all tone pairs, and further reduced P3b amplitude for tone pairs with small pitch differences. These results suggest that the amusic brain detects tone changes normally pre-attentively, but shows impairment in consciously detecting the same tone differences. Consistent with previous findings in nonspeech pitch processing, this finding provides support for a domain-general neuro-dynamic mechanism of deficient attentive pitch processing in amusia.",,,10.1038/s41598-018-26368-7,WOS:000433539800018,"TS=(""processing"" AND ""intonation"" AND ""tone"")",normal pre attentive and impaired attentive processing of lexical tones in cantonese speaking congenital amusics,"Zhang, CC",doi:10.1038/s41598-018-26368-7,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Subgroup differences in the lexical tone mismatch negativity (MMN) among Mandarin speakers with congenital amusia,"Nan, Y; Huang, WT; Wang, WJ; Liu, C; Dong, Q",2016,BIOLOGICAL PSYCHOLOGY,"The association/dissociation of pitch processing between music and language is a long lasting debate. We examined this music-language relationship by investigating to what extent pitch deficits in these two domains were dissociable. We focused on a special neurodevelopmental pitch disorder congenital amusia, which primarily affects musical pitch processing. Recent research has also revealed lexical tone deficits in speech among amusics. Approximately one-third of Mandarin amusics exhibits behavioural difficulties in lexical tone perception, which is known as tone agnosia. Using mismatch negativities (MMNs), our current work probed lexical tone encoding at the pre-attentive level among the Mandarin amusics with (tone agnosics) and without (pure amusics) behavioural lexical tone deficits compared with age- and IQ-matched controls. Relative to the controls and the pure amusics, the tone agnosics exhibited reduced MMNs specifically in response to lexical tone changes. Their tone-consonant MMNs were intact and similar to those of the other two groups. Moreover, the tone MMN reduction over the left hemisphere was tightly linked to behavioural insensitivity to lexical tone changes. The current study thus provides the first psychophysiological evidence of subgroup differences in lexical tone processing among Mandarin amusics and links amusics' behavioural tone deficits to impaired pre-attentive tone processing. Despite the overall music pitch deficits, the subgroup differences in lexical tone processing in Mandarin-speaking amusics suggest dissociation of pitch deficits between music and speech. (C) 2015 Elsevier B.V. All rights reserved.",,,10.1016/j.biopsycho.2015.11.010,WOS:000366757000007,"TS=(""processing"" AND ""intonation"" AND ""tone"")",subgroup differences in the lexical tone mismatch negativity mmn among mandarin speakers with congenital amusia,"Nan, Y",doi:10.1016/j.biopsycho.2015.11.010,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Universals of listening: Equivalent prosodic entrainment in tone and non-tone languages,"Ip, MHK; Cutler, A",2020,COGNITION,"In English and Dutch, listeners entrain to prosodic contours to predict where focus will fall in an utterance. Here, we ask whether this strategy is universally available, even in languages with very different phonological systems (e.g., tone versus non-tone languages). In a phoneme detection experiment, we examined whether prosodic entrainment also occurs in Mandarin Chinese, a tone language, where the use of various suprasegmental cues to lexical identity may take precedence over their use in salience. Consistent with the results from Germanic languages, response times were facilitated when preceding intonation predicted high stress on the target-bearing word, and the lexical tone of the target word (i.e., rising versus falling) did not affect the Mandarin listeners' response. Further, the extent to which prosodic entrainment was used to detect the target phoneme was the same in both English and Mandarin listeners. Nevertheless, native Mandarin speakers did not adopt an entrainment strategy when the sentences were presented in English, consistent with the suggestion that L2 listening may be strained by additional functional load from prosodic processing. These findings have implications for how universal and language-specific mechanisms interact in the perception of focus structure in everyday discourse.",,,10.1016/j.cognition.2020.104311,WOS:000551338900012,"TS=(""processing"" AND ""intonation"" AND ""tone"")",universals of listening equivalent prosodic entrainment in tone and non tone languages,"Ip, MHK",doi:10.1016/j.cognition.2020.104311,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Vowel and tone recognition in quiet and in noise among Mandarin-speaking amusics,"Tang, W; Wang, XJ; Li, JQ; Liu, C; Dong, Q; Nan, Y",2018,HEARING RESEARCH,"Music and language are two intricately linked communication modalities in humans. A deficit in music pitch processing as manifested in the condition of congenital amusia has been related to difficulties in lexical tone processing for both tone and non-tonal languages. However, it is still unclear whether amusia also affects the perception of vowel phonemes in quiet and in noise. In this study, we examined vowel-plustone identification in quiet and noise conditions among Mandarin-speaking amusics with and without speech tone difficulties (tone agnosics and pure amusics, respectively), and IQ- and age-matched controls. Overall, pure amusics showed vowel and tone identification comparable to the controls in both quiet and noise conditions. Compared to pure amusics and controls, tone agnosics showed deficits in tone perception in both quiet and noise conditions. More importantly, their vowel perception was lower than pure amusics and controls in noise conditions, e.g., at a signal-to-noise ratio of -4 dB, although they showed normal-like performance in quiet and at a signal-to-noise ratio of -8 dB. These results suggest that when amusia affected speech tone processing (e.g., tone agnosics), it could also compromise vowel processing in noise. However, amusia alone does not affect tone or vowel perception in Mandarin Chinese either in quiet or in noise. Overall, the current study highlights the necessity of taking heterogeneity within the amusic group into account when considering the related speech deficits in this group. (C) 2018 Elsevier B.V. All rights reserved.",,,10.1016/j.heares.2018.03.004,WOS:000432758700006,"TS=(""processing"" AND ""intonation"" AND ""tone"")",vowel and tone recognition in quiet and in noise among mandarin speaking amusics,"Tang, W",doi:10.1016/j.heares.2018.03.004,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
From melody to lexical tone: Musical ability enhances specific aspects of foreign language perception,"Delogu, F; Lampis, G; Belardinelli, MO",2010,EUROPEAN JOURNAL OF COGNITIVE PSYCHOLOGY,"Previous research shows that music ability provides positive effects on language processing. This study aims at better clarifying the involvement of different linguistic subdomains in this cross-domain link, assessing whether or not musicality and music expertise enhance phonological and lexical tone processing of Mandarin Chinese. In two experiments different groups of adults and children with no previous experience in tonal languages, were invited to perform a same-different task trying to detect phonological and tonal variations in pairs of sequences of monosyllabic Mandarin Chinese words. Main results show that all subjects perform significantly better in detecting phonological variations rather than tonal ones. They also show that both melodic proficiency and music expertise are good predictors for a better tonal, but not phonological identification. Data lead to a model of music-to-language transfer effect in which musicality selectively affects linguistic intonation while leaving phonological processing substantially unaffected.",,,10.1080/09541440802708136,WOS:000274915800004,"TS=(""processing"" AND ""intonation"" AND ""tone"")",from melody to lexical tone musical ability enhances specific aspects of foreign language perception,"Delogu, F",doi:10.1080/09541440802708136,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Linguistic Tone and Non-Linguistic Pitch Imitation in Children with Autism Spectrum Disorders: A Cross-Linguistic Investigation,"Chen, F; Cheung, CCH; Peng, G",2022,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,"The conclusions on prosodic pitch features in autism spectrum disorders (ASD) have primarily been derived from studies in non-tonal language speakers. This cross-linguistic study evaluated the performance of imitating Cantonese lexical tones and their non-linguistic (nonspeech) counterparts by Cantonese- and Mandarin-speaking children with and without ASD. Acoustic analyses showed that, compared with typically developing peers, children with ASD exhibited increased pitch variations when imitating lexical tones, while performed similarly when imitating the nonspeech counterparts. Furthermore, Mandarin-speaking children with ASD failed to exploit the phonological knowledge of segments to improve the imitation accuracy of non-native lexical tones. These findings help clarify the speech-specific pitch processing atypicality and phonological processing deficit in tone-language-speaking children with ASD.",,,10.1007/s10803-021-05123-4,WOS:000659415100004,"TS=(""processing"" AND ""intonation"" AND ""tone"")",linguistic tone and non linguistic pitch imitation in children with autism spectrum disorders a cross linguistic investigation,"Chen, F",doi:10.1007/s10803-021-05123-4,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
How experience with tone in the native language affects the L2 acquisition of pitch accents,"Zahner-Ritter, K; Zhao, TY; Einfeldt, M; Braun, B",2022,FRONTIERS IN PSYCHOLOGY,"This paper tested the ability of Mandarin learners of German, whose native language has lexical tone, to imitate pitch accent contrasts in German, an intonation language. In intonation languages, pitch accents do not convey lexical information; also, pitch accents are sparser than lexical tones as they only associate with prominent words in the utterance. We compared two kinds of German pitch-accent contrasts: (1) a ""non-merger"" contrast, which Mandarin listeners perceive as different and (2) a ""merger"" contrast, which sounds more similar to Mandarin listeners. Speakers of a tone language are generally very sensitive to pitch. Hypothesis 1 (H1) therefore stated that Mandarin learners produce the two kinds of contrasts similarly to native German speakers. However, the documented sensitivity to tonal contrasts, at the expense of processing phrase-level intonational contrasts, may generally hinder target-like production of intonational pitch accents in the L2 (Hypothesis 2, H2). Finally, cross-linguistic influence (CLI) predicts a difference in the realization of these two contrasts as well as improvement with higher proficiency (Hypothesis 3, H3). We used a delayed imitation paradigm, which is well-suited for assessing L2-phonetics and -phonology because it does not necessitate access to intonational meaning. We investigated the imitation of three kinds of accents, which were associated with the sentence-final noun in short wh-questions (e.g., Wer malt denn Mandalas, lit: ""Who draws PRT mandalas?"" ""Who likes drawing mandalas?""). In Experiment 1, 28 native speakers of Mandarin participated (14 low- and 14 high-proficient). The learners' productions of the two kinds of contrasts were analyzed using General Additive Mixed Models to evaluate differences in pitch accent contrasts over time, in comparison to the productions of native German participants from an earlier study in our lab. Results showed a more pronounced realization of the non-merger contrast compared to German natives and a less distinct realization of the merger contrast, with beneficial effects of proficiency, lending support to H3. Experiment 2 tested low-proficient Italian learners of German (whose L1 is an intonation language) to contextualize the Mandarin data and further investigate CLI. Italian learners realized the non-merger contrast more target-like than Mandarin learners, lending additional support to CLI (H3).",,,10.3389/fpsyg.2022.903879,WOS:000861273800001,"TS=(""processing"" AND ""intonation"" AND ""tone"")",how experience with tone in the native language affects the l2 acquisition of pitch accents,"Zahner-Ritter, K",doi:10.3389/fpsyg.2022.903879,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Deficits of congenital amusia beyond pitch: Evidence from impaired categorical perception of vowels in Cantonese-speaking congenital amusics,"Zhang, CC; Shao, J; Huang, XN",2017,PLOS ONE,"Congenital amusia is a lifelong disorder of fine-grained pitch processing in music and speech. However, it remains unclear whether amusia is a pitch-specific deficit, or whether it affects frequency/spectral processing more broadly, such as the perception of formant frequency in vowels, apart from pitch. In this study, in order to illuminate the scope of the deficits, we compared the performance of 15 Cantonese-speaking amusics and 15 matched controls on the categorical perception of sound continua in four stimulus contexts: lexical tone, pure tone, vowel, and voice onset time (VOT). Whereas lexical tone, pure tone and vowel continua rely on frequency/spectral processing, the VOT continuum depends on duration/temporal processing. We found that the amusic participants performed similarly to controls in all stimulus contexts in the identification, in terms of the across-category boundary location and boundary width. However, the amusic participants performed systematically worse than controls in discriminating stimuli in those three contexts that depended on frequency/spectral processing (lexical tone, pure tone and vowel), whereas they performed normally when discriminating duration differences (VOT). These findings suggest that the deficit of amusia is probably not pitch specific, but affects frequency/spectral processing more broadly. Furthermore, there appeared to be differences in the impairment of frequency/spectral discrimination in speech and nonspeech contexts. The amusic participants exhibited less benefit in between-category discriminations than controls in speech contexts (lexical tone and vowel), suggesting reduced categorical perception; on the other hand, they performed inferiorly compared to controls across the board regardless of between-and within-category discriminations in nonspeech contexts (pure tone), suggesting impaired general auditory processing. These differences imply that the frequency/spectral-processing deficit might be manifested differentially in speech and nonspeech contexts in amusics D it is manifested as a deficit of higher-level phonological processing in speech sounds, and as a deficit of lower-level auditory processing in nonspeech sounds.",,,10.1371/journal.pone.0183151,WOS:000408085100029,"TS=(""processing"" AND ""intonation"" AND ""tone"")",deficits of congenital amusia beyond pitch evidence from impaired categorical perception of vowels in cantonese speaking congenital amusics,"Zhang, CC",doi:10.1371/journal.pone.0183151,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
Vowel and Tone Identification for Mandarin Congenital Amusics: Effects of Vowel Type and Semantic Content,"Li, MS; Tang, W; Liu, C; Nan, Y; Wang, WJ; Dong, Q",2019,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,"Purpose: This study aimed to explore the effects of Mandarin congenital amusia with or without lexical tone deficit (i.e., tone agnosia and pure amusia) on Mandarin vowel and tone identification in different types of vowels (e.g., monophthong, diphthongs, and triphthongs) embedded in consonant-vowel contexts with and without semantic content. Method: Thirteen pure amusics (i.e., amusics with normal lexical processing), 5 tone agnosics (i.e., with lexical tone deficit), and 12 controls were screened with Montreal Battery of Evaluation of Amusia and lexical tone tests (Nan et al., 2010; Peretz et al., 2003). Vowel-plus-tone identification tasks with the factors of vowel type and syllables with and without semantic content (e.g., real and nonsense words) were examined among the 3 groups, and identification scores were calculated in 3 formats: vowel-plus-tone identification, vowel identification, and tone identification. Results: Tone agnosics showed significantly poorer performances on identifications of vowel, tone, and vowel plus tone across monophthongs, diphthongs, and triphthongs in both real and nonsense words compared to pure amusics and controls. Their deficits were similar across the 3 types of vowels, while the deficit on vowel-plus-tone identification was more severe in nonsense words than in real words. On the other hand, pure amusics performed similarly with controls across all these conditions. Conclusions: Tone agnosia might affect both musical pitch and phonological processing, resulting in deficits in lexical tone and vowel perception. On the contrary, pure amusics's effect is primarily on musical pitch perception but not on lexical tone or phonemic deficit. Vowel type did not affect speech deficits for tone agnosics, while they relied more on semantic content as a compensation.",,,10.1044/2019_jslhr-s-18-0440,WOS:000561769300006,"TS=(""processing"" AND ""intonation"" AND ""tone"")",vowel and tone identification for mandarin congenital amusics effects of vowel type and semantic content,"Li, MS",doi:10.1044/2019_jslhr-s-18-0440,"TS=(""lexical tone"" AND (recognition OR perception)) | TS=(""processing"" AND ""intonation"" AND ""tone"") | TS=(intonation AND (""lexical tone"" OR ""tone perception""))",2
